id,text,label
1587,My name is Nusrat Jahan and my phone number is 01712345678,1
1588,amar email holo david@gmail.com,1
1589,Contact me at john@yahoo.com,1
1590,Karim Hasan lives in New York USA and email is john@yahoo.com,1
1591,amar nam Nusrat Jahan amar phone 01955667788,1
1592,My NID number is 9876543210,1
1593,My NID number is 1234567890,1
1594,amar email holo rahim@gmail.com,1
1595,Nusrat Jahan lives in Chittagong Bangladesh and email is john@yahoo.com,1
1596,My NID number is 9876543210,1
1597,I live at Chittagong Bangladesh,0
1598,ami thaki Chittagong Bangladesh,0
1599,amar email holo david@gmail.com,1
1600,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
1601,amar email holo rahim@gmail.com,1
1602,amar email holo rahim@gmail.com,1
1603,I live at Dhaka Bangladesh,0
1604,amar nam David Miller amar phone 01955667788,1
1605,ami thaki Dhaka Bangladesh,0
1606,My name is Nusrat Jahan and my phone number is 01898765432,1
1607,My name is Rahim Ahmed and my phone number is 01955667788,1
1608,My name is Karim Hasan and my phone number is 01712345678,1
1609,ami thaki Dhaka Bangladesh,0
1610,ami thaki New York USA,0
1611,ami thaki New York USA,0
1612,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
1613,Karim Hasan lives in New York USA and email is david@gmail.com,1
1614,My NID number is 9876543210,1
1615,My name is Karim Hasan and my phone number is 01898765432,1
1616,My NID number is 9876543210,1
1617,My NID number is 9876543210,1
1618,amar nam Nusrat Jahan amar phone 01955667788,1
1619,ami thaki New York USA,0
1620,Contact me at john@yahoo.com,1
1621,My name is Karim Hasan and my phone number is 01712345678,1
1622,ami thaki Dhaka Bangladesh,0
1623,amar nam Nusrat Jahan amar phone 01712345678,1
1624,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
1625,I live at New York USA,0
1626,I live at Dhaka Bangladesh,0
1627,I live at Chittagong Bangladesh,0
1628,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1629,My name is Nusrat Jahan and my phone number is 01712345678,1
1630,ami thaki Chittagong Bangladesh,0
1631,My name is Rahim Ahmed and my phone number is 01955667788,1
1632,Contact me at john@yahoo.com,1
1633,I live at Chittagong Bangladesh,0
1634,amar email holo john@yahoo.com,1
1635,My NID number is 9876543210,1
1636,amar email holo john@yahoo.com,1
1637,ami thaki New York USA,0
1638,amar email holo david@gmail.com,1
1639,Contact me at rahim@gmail.com,1
1640,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
1641,Contact me at rahim@gmail.com,1
1642,My NID number is 1234567890,1
1643,amar email holo david@gmail.com,1
1644,I live at Dhaka Bangladesh,0
1645,I live at New York USA,0
1646,Contact me at rahim@gmail.com,1
1647,My name is John Smith and my phone number is 01712345678,1
1648,David Miller lives in Dhaka Bangladesh and email is john@yahoo.com,1
1649,My NID number is 1234567890,1
1650,Contact me at john@yahoo.com,1
1651,My name is Nusrat Jahan and my phone number is 01898765432,1
1652,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
1653,ami thaki Dhaka Bangladesh,0
1654,amar nam David Miller amar phone 01712345678,1
1655,My NID number is 9876543210,1
1656,Contact me at john@yahoo.com,1
1657,I live at Chittagong Bangladesh,0
1658,Contact me at john@yahoo.com,1
1659,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
1660,My NID number is 1234567890,1
1661,amar nam David Miller amar phone 01955667788,1
1662,I live at New York USA,0
1663,My name is John Smith and my phone number is 01955667788,1
1664,I live at New York USA,0
1665,Contact me at john@yahoo.com,1
1666,My name is Nusrat Jahan and my phone number is 01898765432,1
1667,My NID number is 1234567890,1
1668,My name is David Miller and my phone number is 01955667788,1
1669,ami thaki New York USA,0
1670,Contact me at rahim@gmail.com,1
1671,Contact me at john@yahoo.com,1
1672,Contact me at david@gmail.com,1
1673,I live at Chittagong Bangladesh,0
1674,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
1675,Contact me at john@yahoo.com,1
1676,ami thaki Chittagong Bangladesh,0
1677,amar email holo rahim@gmail.com,1
1678,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
1679,Contact me at rahim@gmail.com,1
1680,I live at New York USA,0
1681,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
1682,ami thaki Chittagong Bangladesh,0
1683,I live at Chittagong Bangladesh,0
1684,amar nam David Miller amar phone 01955667788,1
1685,amar nam Karim Hasan amar phone 01955667788,1
1686,ami thaki New York USA,0
1687,amar email holo david@gmail.com,1
1688,amar email holo david@gmail.com,1
1689,amar nam Rahim Ahmed amar phone 01712345678,1
1690,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
1691,ami thaki Chittagong Bangladesh,0
1692,My NID number is 9876543210,1
1693,My name is Karim Hasan and my phone number is 01712345678,1
1694,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
1695,amar nam Nusrat Jahan amar phone 01712345678,1
1696,I live at Dhaka Bangladesh,0
1697,My name is David Miller and my phone number is 01712345678,1
1698,Karim Hasan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1699,ami thaki Dhaka Bangladesh,0
1700,ami thaki Chittagong Bangladesh,0
1701,David Miller lives in New York USA and email is john@yahoo.com,1
1702,I live at New York USA,0
1703,amar nam Nusrat Jahan amar phone 01955667788,1
1704,I live at Dhaka Bangladesh,0
1705,Contact me at david@gmail.com,1
1706,ami thaki Chittagong Bangladesh,0
1707,Contact me at john@yahoo.com,1
1708,amar nam David Miller amar phone 01898765432,1
1709,I live at New York USA,0
1710,amar nam David Miller amar phone 01955667788,1
1711,ami thaki New York USA,0
1712,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
1713,ami thaki Dhaka Bangladesh,0
1714,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
1715,ami thaki New York USA,0
1716,ami thaki Dhaka Bangladesh,0
1717,ami thaki Dhaka Bangladesh,0
1718,My NID number is 9876543210,1
1719,I live at New York USA,0
1720,amar email holo david@gmail.com,1
1721,My name is John Smith and my phone number is 01955667788,1
1722,amar email holo john@yahoo.com,1
1723,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1724,Contact me at john@yahoo.com,1
1725,amar email holo rahim@gmail.com,1
1726,amar email holo john@yahoo.com,1
1727,My NID number is 9876543210,1
1728,I live at Chittagong Bangladesh,0
1729,My name is John Smith and my phone number is 01712345678,1
1730,amar email holo rahim@gmail.com,1
1731,amar email holo john@yahoo.com,1
1732,David Miller lives in New York USA and email is david@gmail.com,1
1733,My name is Nusrat Jahan and my phone number is 01898765432,1
1734,amar nam Karim Hasan amar phone 01955667788,1
1735,amar nam Rahim Ahmed amar phone 01898765432,1
1736,I live at Dhaka Bangladesh,0
1737,ami thaki Chittagong Bangladesh,0
1738,I live at Chittagong Bangladesh,0
1739,My NID number is 1234567890,1
1740,I live at Chittagong Bangladesh,0
1741,ami thaki New York USA,0
1742,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
1743,amar email holo rahim@gmail.com,1
1744,Contact me at david@gmail.com,1
1745,My NID number is 1234567890,1
1746,amar email holo rahim@gmail.com,1
1747,amar email holo david@gmail.com,1
1748,Contact me at john@yahoo.com,1
1749,My NID number is 9876543210,1
1750,Contact me at john@yahoo.com,1
1751,Contact me at john@yahoo.com,1
1752,amar nam Karim Hasan amar phone 01955667788,1
1753,My NID number is 9876543210,1
1754,My name is Rahim Ahmed and my phone number is 01955667788,1
1755,John Smith lives in Dhaka Bangladesh and email is john@yahoo.com,1
1756,I live at New York USA,0
1757,Contact me at david@gmail.com,1
1758,ami thaki Chittagong Bangladesh,0
1759,My name is John Smith and my phone number is 01712345678,1
1760,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
1761,ami thaki New York USA,0
1762,amar email holo john@yahoo.com,1
1763,I live at New York USA,0
1764,Contact me at david@gmail.com,1
1765,My NID number is 9876543210,1
1766,My name is David Miller and my phone number is 01955667788,1
1767,Contact me at david@gmail.com,1
1768,Contact me at david@gmail.com,1
1769,My NID number is 9876543210,1
1770,My NID number is 9876543210,1
1771,David Miller lives in New York USA and email is rahim@gmail.com,1
1772,amar email holo rahim@gmail.com,1
1773,amar nam Karim Hasan amar phone 01955667788,1
1774,Contact me at david@gmail.com,1
1775,ami thaki Chittagong Bangladesh,0
1776,Contact me at david@gmail.com,1
1777,Contact me at david@gmail.com,1
1778,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
1779,ami thaki Dhaka Bangladesh,0
1780,amar nam Karim Hasan amar phone 01712345678,1
1781,I live at Chittagong Bangladesh,0
1782,ami thaki Dhaka Bangladesh,0
1783,amar email holo rahim@gmail.com,1
1784,Karim Hasan lives in New York USA and email is david@gmail.com,1
1785,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
1786,Rahim Ahmed lives in Chittagong Bangladesh and email is john@yahoo.com,1
1787,Contact me at john@yahoo.com,1
1788,amar email holo rahim@gmail.com,1
1789,amar nam Nusrat Jahan amar phone 01712345678,1
1790,My NID number is 9876543210,1
1791,My name is John Smith and my phone number is 01898765432,1
1792,My name is Nusrat Jahan and my phone number is 01712345678,1
1793,ami thaki Dhaka Bangladesh,0
1794,amar nam David Miller amar phone 01898765432,1
1795,My name is Rahim Ahmed and my phone number is 01712345678,1
1796,My name is Karim Hasan and my phone number is 01712345678,1
1797,amar email holo david@gmail.com,1
1798,Contact me at john@yahoo.com,1
1799,ami thaki Chittagong Bangladesh,0
1800,ami thaki Dhaka Bangladesh,0
1801,I live at New York USA,0
1802,amar email holo john@yahoo.com,1
1803,Contact me at rahim@gmail.com,1
1804,My name is Karim Hasan and my phone number is 01955667788,1
1805,ami thaki New York USA,0
1806,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
1807,I live at New York USA,0
1808,I live at Chittagong Bangladesh,0
1809,Contact me at john@yahoo.com,1
1810,Contact me at john@yahoo.com,1
1811,My name is Karim Hasan and my phone number is 01898765432,1
1812,My NID number is 1234567890,1
1813,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1814,ami thaki Dhaka Bangladesh,0
1815,I live at New York USA,0
1816,amar email holo david@gmail.com,1
1817,Contact me at rahim@gmail.com,1
1818,My name is David Miller and my phone number is 01955667788,1
1819,I live at New York USA,0
1820,Contact me at john@yahoo.com,1
1821,My NID number is 1234567890,1
1822,amar nam John Smith amar phone 01898765432,1
1823,Contact me at david@gmail.com,1
1824,Contact me at john@yahoo.com,1
1825,My NID number is 1234567890,1
1826,amar nam Nusrat Jahan amar phone 01955667788,1
1827,Contact me at john@yahoo.com,1
1828,My NID number is 1234567890,1
1829,My NID number is 9876543210,1
1830,ami thaki New York USA,0
1831,I live at Dhaka Bangladesh,0
1832,Contact me at john@yahoo.com,1
1833,amar email holo rahim@gmail.com,1
1834,amar email holo john@yahoo.com,1
1835,I live at New York USA,0
1836,amar email holo rahim@gmail.com,1
1837,Contact me at david@gmail.com,1
1838,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
1839,My name is John Smith and my phone number is 01712345678,1
1840,My name is Nusrat Jahan and my phone number is 01955667788,1
1841,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
1842,ami thaki New York USA,0
1843,amar nam David Miller amar phone 01712345678,1
1844,My name is Nusrat Jahan and my phone number is 01712345678,1
1845,My NID number is 9876543210,1
1846,Contact me at john@yahoo.com,1
1847,My NID number is 1234567890,1
1848,amar nam Rahim Ahmed amar phone 01712345678,1
1849,I live at Chittagong Bangladesh,0
1850,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1851,amar email holo john@yahoo.com,1
1852,My NID number is 1234567890,1
1853,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
1854,My NID number is 1234567890,1
1855,I live at New York USA,0
1856,ami thaki Dhaka Bangladesh,0
1857,My NID number is 9876543210,1
1858,My name is David Miller and my phone number is 01712345678,1
1859,My NID number is 1234567890,1
1860,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
1861,My name is David Miller and my phone number is 01955667788,1
1862,My NID number is 9876543210,1
1863,My name is David Miller and my phone number is 01898765432,1
1864,amar email holo david@gmail.com,1
1865,My NID number is 1234567890,1
1866,ami thaki Dhaka Bangladesh,0
1867,David Miller lives in Chittagong Bangladesh and email is david@gmail.com,1
1868,ami thaki New York USA,0
1869,I live at Dhaka Bangladesh,0
1870,Karim Hasan lives in New York USA and email is david@gmail.com,1
1871,I live at New York USA,0
1872,amar nam Nusrat Jahan amar phone 01955667788,1
1873,Contact me at david@gmail.com,1
1874,I live at Dhaka Bangladesh,0
1875,My NID number is 9876543210,1
1876,Contact me at david@gmail.com,1
1877,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
1878,My NID number is 9876543210,1
1879,amar email holo rahim@gmail.com,1
1880,ami thaki New York USA,0
1881,ami thaki Dhaka Bangladesh,0
1882,ami thaki Chittagong Bangladesh,0
1883,Karim Hasan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
1884,ami thaki New York USA,0
1885,My name is Nusrat Jahan and my phone number is 01898765432,1
1886,John Smith lives in New York USA and email is rahim@gmail.com,1
1887,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
1888,Contact me at rahim@gmail.com,1
1889,Contact me at rahim@gmail.com,1
1890,Contact me at john@yahoo.com,1
1891,My NID number is 1234567890,1
1892,Contact me at rahim@gmail.com,1
1893,My NID number is 9876543210,1
1894,amar nam Karim Hasan amar phone 01712345678,1
1895,ami thaki Dhaka Bangladesh,0
1896,Contact me at john@yahoo.com,1
1897,ami thaki Chittagong Bangladesh,0
1898,I live at New York USA,0
1899,My NID number is 9876543210,1
1900,amar nam Nusrat Jahan amar phone 01955667788,1
1901,Contact me at john@yahoo.com,1
1902,My name is David Miller and my phone number is 01955667788,1
1903,ami thaki Dhaka Bangladesh,0
1904,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
1905,Contact me at rahim@gmail.com,1
1906,amar nam David Miller amar phone 01955667788,1
1907,Contact me at john@yahoo.com,1
1908,amar email holo john@yahoo.com,1
1909,My name is Karim Hasan and my phone number is 01712345678,1
1910,My name is John Smith and my phone number is 01712345678,1
1911,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
1912,amar email holo john@yahoo.com,1
1913,ami thaki Chittagong Bangladesh,0
1914,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
1915,amar nam John Smith amar phone 01898765432,1
1916,Karim Hasan lives in Chittagong Bangladesh and email is john@yahoo.com,1
1917,My name is Karim Hasan and my phone number is 01898765432,1
1918,I live at Chittagong Bangladesh,0
1919,I live at Chittagong Bangladesh,0
1920,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1921,My NID number is 1234567890,1
1922,amar email holo john@yahoo.com,1
1923,My name is David Miller and my phone number is 01898765432,1
1924,Contact me at john@yahoo.com,1
1925,amar nam John Smith amar phone 01712345678,1
1926,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1927,Contact me at david@gmail.com,1
1928,Contact me at david@gmail.com,1
1929,Contact me at john@yahoo.com,1
1930,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
1931,I live at Dhaka Bangladesh,0
1932,My NID number is 9876543210,1
1933,My NID number is 9876543210,1
1934,My NID number is 1234567890,1
1935,My name is Karim Hasan and my phone number is 01898765432,1
1936,Contact me at john@yahoo.com,1
1937,amar nam David Miller amar phone 01898765432,1
1938,My name is Karim Hasan and my phone number is 01898765432,1
1939,Contact me at john@yahoo.com,1
1940,My name is Karim Hasan and my phone number is 01955667788,1
1941,David Miller lives in Dhaka Bangladesh and email is david@gmail.com,1
1942,amar email holo john@yahoo.com,1
1943,My NID number is 9876543210,1
1944,ami thaki Chittagong Bangladesh,0
1945,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
1946,ami thaki Chittagong Bangladesh,0
1947,I live at New York USA,0
1948,amar nam Karim Hasan amar phone 01712345678,1
1949,My NID number is 1234567890,1
1950,amar email holo rahim@gmail.com,1
1951,Contact me at john@yahoo.com,1
1952,Nusrat Jahan lives in Dhaka Bangladesh and email is john@yahoo.com,1
1953,ami thaki Chittagong Bangladesh,0
1954,Contact me at john@yahoo.com,1
1955,I live at Dhaka Bangladesh,0
1956,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
1957,My name is Nusrat Jahan and my phone number is 01955667788,1
1958,ami thaki Dhaka Bangladesh,0
1959,amar email holo john@yahoo.com,1
1960,ami thaki New York USA,0
1961,I live at Chittagong Bangladesh,0
1962,My NID number is 9876543210,1
1963,My NID number is 1234567890,1
1964,ami thaki Dhaka Bangladesh,0
1965,amar email holo david@gmail.com,1
1966,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1967,amar email holo rahim@gmail.com,1
1968,I live at Dhaka Bangladesh,0
1969,ami thaki Chittagong Bangladesh,0
1970,Contact me at john@yahoo.com,1
1971,amar email holo david@gmail.com,1
1972,ami thaki New York USA,0
1973,amar nam David Miller amar phone 01955667788,1
1974,My NID number is 9876543210,1
1975,Contact me at john@yahoo.com,1
1976,My name is David Miller and my phone number is 01898765432,1
1977,My NID number is 1234567890,1
1978,amar email holo rahim@gmail.com,1
1979,My NID number is 1234567890,1
1980,ami thaki Dhaka Bangladesh,0
1981,My name is Nusrat Jahan and my phone number is 01712345678,1
1982,Contact me at john@yahoo.com,1
1983,My name is Karim Hasan and my phone number is 01955667788,1
1984,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
1985,My NID number is 9876543210,1
1986,David Miller lives in New York USA and email is rahim@gmail.com,1
1987,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
1988,My NID number is 9876543210,1
1989,ami thaki Dhaka Bangladesh,0
1990,ami thaki Dhaka Bangladesh,0
1991,amar email holo john@yahoo.com,1
1992,My NID number is 9876543210,1
1993,amar nam Rahim Ahmed amar phone 01898765432,1
1994,amar email holo rahim@gmail.com,1
1995,ami thaki New York USA,0
1996,Contact me at david@gmail.com,1
1997,My name is Karim Hasan and my phone number is 01898765432,1
1998,amar email holo david@gmail.com,1
1999,Contact me at david@gmail.com,1
2000,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
2001,amar nam John Smith amar phone 01712345678,1
2002,amar nam David Miller amar phone 01712345678,1
2003,Contact me at rahim@gmail.com,1
2004,amar nam John Smith amar phone 01898765432,1
2005,Contact me at rahim@gmail.com,1
2006,I live at Dhaka Bangladesh,0
2007,John Smith lives in New York USA and email is john@yahoo.com,1
2008,My NID number is 1234567890,1
2009,Karim Hasan lives in New York USA and email is rahim@gmail.com,1
2010,My name is John Smith and my phone number is 01955667788,1
2011,My name is John Smith and my phone number is 01712345678,1
2012,amar email holo john@yahoo.com,1
2013,Contact me at john@yahoo.com,1
2014,amar email holo david@gmail.com,1
2015,amar email holo john@yahoo.com,1
2016,My NID number is 1234567890,1
2017,ami thaki Chittagong Bangladesh,0
2018,I live at Dhaka Bangladesh,0
2019,amar email holo john@yahoo.com,1
2020,amar nam John Smith amar phone 01898765432,1
2021,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
2022,I live at New York USA,0
2023,John Smith lives in New York USA and email is john@yahoo.com,1
2024,amar email holo rahim@gmail.com,1
2025,My NID number is 9876543210,1
2026,My NID number is 1234567890,1
2027,ami thaki Chittagong Bangladesh,0
2028,My name is Rahim Ahmed and my phone number is 01712345678,1
2029,ami thaki Dhaka Bangladesh,0
2030,amar nam John Smith amar phone 01898765432,1
2031,Contact me at john@yahoo.com,1
2032,Contact me at david@gmail.com,1
2033,My name is John Smith and my phone number is 01712345678,1
2034,My name is Nusrat Jahan and my phone number is 01898765432,1
2035,ami thaki Dhaka Bangladesh,0
2036,amar email holo rahim@gmail.com,1
2037,amar nam Nusrat Jahan amar phone 01898765432,1
2038,I live at New York USA,0
2039,ami thaki Dhaka Bangladesh,0
2040,amar nam John Smith amar phone 01712345678,1
2041,Contact me at rahim@gmail.com,1
2042,Contact me at john@yahoo.com,1
2043,amar nam Rahim Ahmed amar phone 01955667788,1
2044,amar email holo john@yahoo.com,1
2045,Contact me at rahim@gmail.com,1
2046,ami thaki New York USA,0
2047,John Smith lives in New York USA and email is rahim@gmail.com,1
2048,I live at Dhaka Bangladesh,0
2049,My name is John Smith and my phone number is 01955667788,1
2050,amar email holo david@gmail.com,1
2051,Contact me at david@gmail.com,1
2052,My name is John Smith and my phone number is 01955667788,1
2053,ami thaki Dhaka Bangladesh,0
2054,My NID number is 1234567890,1
2055,Contact me at rahim@gmail.com,1
2056,amar email holo john@yahoo.com,1
2057,Karim Hasan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2058,Contact me at john@yahoo.com,1
2059,My name is Rahim Ahmed and my phone number is 01898765432,1
2060,Contact me at rahim@gmail.com,1
2061,My name is John Smith and my phone number is 01712345678,1
2062,amar nam Nusrat Jahan amar phone 01955667788,1
2063,ami thaki Dhaka Bangladesh,0
2064,I live at Dhaka Bangladesh,0
2065,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
2066,Contact me at john@yahoo.com,1
2067,amar nam Rahim Ahmed amar phone 01955667788,1
2068,amar email holo rahim@gmail.com,1
2069,Contact me at rahim@gmail.com,1
2070,John Smith lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2071,My name is David Miller and my phone number is 01898765432,1
2072,My NID number is 9876543210,1
2073,ami thaki Chittagong Bangladesh,0
2074,I live at Dhaka Bangladesh,0
2075,amar email holo david@gmail.com,1
2076,amar email holo david@gmail.com,1
2077,Karim Hasan lives in New York USA and email is john@yahoo.com,1
2078,ami thaki Chittagong Bangladesh,0
2079,amar nam Karim Hasan amar phone 01955667788,1
2080,John Smith lives in Chittagong Bangladesh and email is david@gmail.com,1
2081,My name is Karim Hasan and my phone number is 01898765432,1
2082,My name is Nusrat Jahan and my phone number is 01955667788,1
2083,ami thaki New York USA,0
2084,amar email holo david@gmail.com,1
2085,John Smith lives in New York USA and email is david@gmail.com,1
2086,Karim Hasan lives in New York USA and email is david@gmail.com,1
2087,amar email holo rahim@gmail.com,1
2088,My NID number is 9876543210,1
2089,ami thaki New York USA,0
2090,amar nam Nusrat Jahan amar phone 01898765432,1
2091,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
2092,amar email holo john@yahoo.com,1
2093,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
2094,ami thaki New York USA,0
2095,Contact me at rahim@gmail.com,1
2096,My NID number is 1234567890,1
2097,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
2098,Contact me at david@gmail.com,1
2099,I live at Chittagong Bangladesh,0
2100,My NID number is 1234567890,1
2101,My NID number is 1234567890,1
2102,My NID number is 9876543210,1
2103,My name is David Miller and my phone number is 01955667788,1
2104,amar email holo rahim@gmail.com,1
2105,amar email holo john@yahoo.com,1
2106,Contact me at john@yahoo.com,1
2107,Contact me at john@yahoo.com,1
2108,Contact me at david@gmail.com,1
2109,Contact me at david@gmail.com,1
2110,I live at Chittagong Bangladesh,0
2111,My name is Karim Hasan and my phone number is 01712345678,1
2112,My NID number is 1234567890,1
2113,My NID number is 9876543210,1
2114,amar email holo rahim@gmail.com,1
2115,My name is Nusrat Jahan and my phone number is 01955667788,1
2116,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
2117,ami thaki Dhaka Bangladesh,0
2118,Nusrat Jahan lives in New York USA and email is david@gmail.com,1
2119,ami thaki Chittagong Bangladesh,0
2120,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
2121,My name is Nusrat Jahan and my phone number is 01898765432,1
2122,My NID number is 1234567890,1
2123,amar email holo david@gmail.com,1
2124,ami thaki New York USA,0
2125,I live at Chittagong Bangladesh,0
2126,amar nam Rahim Ahmed amar phone 01955667788,1
2127,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
2128,amar nam Karim Hasan amar phone 01955667788,1
2129,ami thaki Chittagong Bangladesh,0
2130,My name is John Smith and my phone number is 01955667788,1
2131,My NID number is 1234567890,1
2132,My name is David Miller and my phone number is 01712345678,1
2133,amar nam John Smith amar phone 01898765432,1
2134,amar email holo david@gmail.com,1
2135,David Miller lives in Chittagong Bangladesh and email is david@gmail.com,1
2136,Rahim Ahmed lives in Chittagong Bangladesh and email is david@gmail.com,1
2137,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
2138,amar nam Nusrat Jahan amar phone 01955667788,1
2139,amar email holo john@yahoo.com,1
2140,amar nam John Smith amar phone 01898765432,1
2141,I live at New York USA,0
2142,My name is David Miller and my phone number is 01712345678,1
2143,I live at Dhaka Bangladesh,0
2144,amar email holo rahim@gmail.com,1
2145,amar email holo david@gmail.com,1
2146,I live at Chittagong Bangladesh,0
2147,ami thaki Chittagong Bangladesh,0
2148,ami thaki Chittagong Bangladesh,0
2149,amar nam David Miller amar phone 01712345678,1
2150,My name is David Miller and my phone number is 01955667788,1
2151,My name is Rahim Ahmed and my phone number is 01898765432,1
2152,ami thaki Chittagong Bangladesh,0
2153,I live at Chittagong Bangladesh,0
2154,My name is David Miller and my phone number is 01712345678,1
2155,My name is Karim Hasan and my phone number is 01712345678,1
2156,Contact me at david@gmail.com,1
2157,Contact me at john@yahoo.com,1
2158,I live at Dhaka Bangladesh,0
2159,amar email holo david@gmail.com,1
2160,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
2161,amar nam John Smith amar phone 01898765432,1
2162,My NID number is 1234567890,1
2163,John Smith lives in Chittagong Bangladesh and email is rahim@gmail.com,1
2164,ami thaki Dhaka Bangladesh,0
2165,Contact me at rahim@gmail.com,1
2166,amar email holo john@yahoo.com,1
2167,ami thaki Dhaka Bangladesh,0
2168,My name is Nusrat Jahan and my phone number is 01955667788,1
2169,I live at Dhaka Bangladesh,0
2170,John Smith lives in New York USA and email is john@yahoo.com,1
2171,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
2172,amar email holo rahim@gmail.com,1
2173,My NID number is 1234567890,1
2174,My name is Karim Hasan and my phone number is 01712345678,1
2175,My name is John Smith and my phone number is 01898765432,1
2176,ami thaki Chittagong Bangladesh,0
2177,ami thaki Dhaka Bangladesh,0
2178,amar email holo john@yahoo.com,1
2179,Contact me at john@yahoo.com,1
2180,amar nam Rahim Ahmed amar phone 01955667788,1
2181,amar email holo rahim@gmail.com,1
2182,Rahim Ahmed lives in Chittagong Bangladesh and email is john@yahoo.com,1
2183,I live at New York USA,0
2184,My NID number is 9876543210,1
2185,I live at Dhaka Bangladesh,0
2186,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
2187,My name is Karim Hasan and my phone number is 01712345678,1
2188,I live at Dhaka Bangladesh,0
2189,ami thaki Dhaka Bangladesh,0
2190,amar nam David Miller amar phone 01898765432,1
2191,ami thaki Chittagong Bangladesh,0
2192,John Smith lives in New York USA and email is john@yahoo.com,1
2193,amar nam John Smith amar phone 01955667788,1
2194,amar nam Karim Hasan amar phone 01712345678,1
2195,My name is John Smith and my phone number is 01712345678,1
2196,ami thaki New York USA,0
2197,ami thaki New York USA,0
2198,My name is David Miller and my phone number is 01898765432,1
2199,Contact me at rahim@gmail.com,1
2200,Contact me at rahim@gmail.com,1
2201,amar email holo david@gmail.com,1
2202,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
2203,My name is Rahim Ahmed and my phone number is 01898765432,1
2204,amar email holo john@yahoo.com,1
2205,My NID number is 9876543210,1
2206,Contact me at john@yahoo.com,1
2207,Contact me at john@yahoo.com,1
2208,amar email holo rahim@gmail.com,1
2209,I live at New York USA,0
